rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
422,Arthur J. Gallagher,"$8,209.4",17.20%,$906.8,10.70%,"$33,345","$36,598.6",-6,"39,000",-6,View More details about Arthur J. Gallagher
423,Motorola Solutions,"$8,171",10.20%,"$1,245",31.20%,"$12,189","$40,555.9",-28,"18,700",-28,View More details about Motorola Solutions
424,Zillow Group,"$8,147.4",143.90%,$-527.8,-,"$10,695.5","$12,287.1",268,"8,005",-,View More details about Zillow Group
425,Opendoor Technologies,"$8,021",210.50%,$-662,-,"$9,506","$5,364.1",394,"2,816",-,View More details about Opendoor Technologies
426,J.M. Smucker,"$8,002.7",2.60%,$876.3,12.40%,"$16,284.2","$14,686.4",-48,"7,100",-48,View More details about J.M. Smucker
427,Anywhere Real Estate,"$7,983",28.30%,$343,-,"$7,210","$1,852.1",18,"9,748",18,View More details about Anywhere Real Estate
428,Oshkosh,"$7,952.5",16%,$409.4,26.20%,"$6,721.8","$6,703.7",-6,"15,000",-6,View More details about Oshkosh
429,MasTec,"$7,951.8",25.80%,$328.8,1.90%,"$7,121.4","$6,657",12,"27,000",12,View More details about MasTec
430,GXO Logistics,"$7,940",-,$153,-,"$7,271","$8,193",-,"97,500",-,View More details about GXO Logistics
431,APA,"$7,928",84%,$973,-,"$13,303","$14,332.3",164,"2,253",-,View More details about APA
432,Boise Cascade,"$7,926.1",44.80%,$712.5,307.20%,"$2,572.6","$2,740.4",61,"6,130",61,View More details about Boise Cascade
433,Dover,"$7,907.1",18.30%,"$1,123.8",64.40%,"$10,403.6","$22,610.3",-4,"25,000",-4,View More details about Dover
434,Genworth Financial,"$7,882",-9%,$904,407.90%,"$99,171","$1,917.9",-86,"2,500",-86,View More details about Genworth Financial
435,Bath & Body Works,"$7,881.5",-33.50%,"$1,333.5",57.90%,"$6,026","$11,419.9",-178,"32,850",-178,View More details about Bath & Body Works
436,Booz Allen Hamilton Holding,"$7,858.9",5.30%,$609,26.20%,"$5,499.6","$11,705.4",-45,"27,700",-45,View More details about Booz Allen Hamilton Holding
437,Coinbase Global,"$7,839.4",513.70%,"$3,624.1",1024.40%,"$21,274.4","$41,670.4",-,"3,730",-,View More details about Coinbase Global
438,Zimmer Biomet Holdings,"$7,836.2",11.60%,$401.6,-,"$23,456.4","$26,772.3",-24,"19,500",-24,View More details about Zimmer Biomet Holdings
439,Westinghouse Air Brake,"$7,822",3.50%,$558,34.70%,"$18,454","$17,819.4",-55,"25,000",-55,View More details about Westinghouse Air Brake
440,Zoetis,"$7,776",16.50%,"$2,037",24.40%,"$13,900","$89,008.9",-9,"12,100",-9,View More details about Zoetis
441,Packaging Corp. of America,"$7,730.3",16.10%,$841.1,82.50%,"$7,836.8","$14,628.1",-8,"15,200",-8,View More details about Packaging Corp. of America
442,LPL Financial Holdings,"$7,720.8",31.50%,$459.9,-2.70%,"$7,991.6","$14,608.8",24,"5,919",24,View More details about LPL Financial Holdings
443,T. Rowe Price,"$7,671.9",23.60%,"$3,082.9",29.90%,"$12,509","$34,442.6",4,"7,529",4,View More details about T. Rowe Price
444,Fortune Brands Innovations,"$7,656.1",25.70%,$772.4,39.60%,"$7,936.2","$9,830.7",12,"28,056",12,View More details about Fortune Brands Innovations
445,Casey's General Stores,"$7,654.2",-5.60%,$312.9,18.60%,"$4,460.3","$7,354.4",-74,"27,583",-74,View More details about Casey's General Stores
446,Gold.com,"$7,613",39.40%,$159.6,423.20%,"$1,191.6",$890.5,49,347,49,View More details about Gold.com
447,Hess,"$7,583",57.80%,$559,-,"$20,515","$33,155.2",96,"1,545",-,View More details about Hess
448,Vertex Pharmaceuticals,"$7,574.4",22.10%,"$2,342.1",-13.60%,"$13,432.5","$66,436.9",-,"3,900",-,View More details about Vertex Pharmaceuticals
449,KeyCorp,"$7,561",3.10%,"$2,625",95.50%,"$186,346","$20,592.5",-53,"16,974",-53,View More details about KeyCorp
450,Chipotle Mexican Grill,"$7,547.1",26.10%,$653,83.50%,"$6,653","$44,347.4",14,"97,660",14,View More details about Chipotle Mexican Grill
451,CMS Energy,"$7,538",12.80%,"$1,353",79.20%,"$28,753","$20,292.2",-21,"8,813",-21,View More details about CMS Energy
452,Arconic,"$7,504",32.20%,$-397,-,"$6,580","$2,690.7",24,"13,900",24,View More details about Arconic
453,Taylor Morrison Home,"$7,501.3",22.40%,$663,172.40%,"$8,727.8","$3,301.6",-1,"3,000",-1,View More details about Taylor Morrison Home
454,American Financial Group,"$7,462",-5.70%,"$1,995",172.50%,"$28,931","$12,367.8",-78,"6,600",-78,View More details about American Financial Group
455,UGI,"$7,447",13.50%,"$1,467",175.80%,"$16,723","$7,599.1",-19,"11,300",-19,View More details about UGI
456,Science Applications International,"$7,394",4.80%,$277,32.50%,"$5,746","$5,166.1",-44,"25,090",-44,View More details about Science Applications International
457,Avantor,"$7,386.1",15.50%,$572.6,391.10%,"$13,897.2","$20,629.1",-19,"13,500",-19,View More details about Avantor
458,Hanesbrands,"$7,347.8",10.30%,$77.2,-,"$7,071.4","$5,191.4",-26,"58,000",-26,View More details about Hanesbrands
459,Clorox,"$7,341",9.20%,$710,-24.40%,"$6,334","$17,108.7",-32,"9,000",-32,View More details about Clorox
460,KBR,"$7,339",27.30%,$18,-,"$6,199","$7,634.9",10,"28,000",10,View More details about KBR
461,TravelCenters of America,"$7,336.8",51.40%,$58.5,-,"$3,508.5",$637.5,79,"16,540",-,View More details about TravelCenters of America
462,Hertz Global Holdings,"$7,336",39.50%,$366,-,"$19,783","$9,508.9",46,"23,000",-,View More details about Hertz Global Holdings
463,Analog Devices,"$7,318.3",30.60%,"$1,390.4",13.90%,"$52,322.1","$86,441.2",18,"24,700",18,View More details about Analog Devices
464,Securian Financial Group,"$7,317.4",6.50%,$311.5,28.10%,"$75,169.4",-,-43,"6,941",-43,View More details about Securian Financial Group
465,Darden Restaurants,"$7,196.1",-7.80%,$629.3,-,"$10,656.1","$16,980.9",-88,"156,883",-88,View More details about Darden Restaurants
466,Graphic Packaging Holding,"$7,156",9.10%,$204,21.90%,"$10,457","$6,154.4",-31,"25,000",-31,View More details about Graphic Packaging Holding
466,NCR Voyix,"$7,156",15.30%,$97,-,"$11,641","$5,474.7",-20,"38,000",-20,View More details about NCR Voyix
468,Brighthouse Financial,"$7,142",-16%,$-108,-,"$259,840","$3,958.7",-115,"1,500",-115,View More details about Brighthouse Financial
469,PPL,"$7,127",-6.30%,"$-1,480",-200.70%,"$33,223","$21,001.9",-87,"5,607",-87,View More details about PPL
470,Cintas,"$7,116.3",0.40%,"$1,111",26.80%,"$8,236.8","$43,566.7",-60,"40,000",-60,View More details about Cintas
471,Xerox Holdings,"$7,038",0.20%,$-455,-337%,"$13,223","$3,123.3",-56,"23,300",-56,View More details about Xerox Holdings
472,Rockwell Automation,"$6,997.4",10.50%,"$1,358.1",32.70%,"$10,701.6","$32,538.4",-32,"24,500",-32,View More details about Rockwell Automation
473,Citizens Financial Group,"$6,986",-9%,"$2,319",119.40%,"$188,409","$19,135.7",-92,"17,463",-92,View More details about Citizens Financial Group
474,KLA,"$6,918.7",19.20%,"$2,078.3",70.80%,"$10,271.1","$55,170.9",-6,"11,425",-6,View More details about KLA
475,Camping World Holdings,"$6,913.8",26.90%,$278.5,127.60%,"$4,372.9","$2,664.6",21,"12,834",21,View More details about Camping World Holdings
476,Ingredion,"$6,894",15.10%,$117,-66.40%,"$6,999","$5,814.2",-13,"12,000",-13,View More details about Ingredion
477,Veritiv,"$6,850.5",8%,$144.6,322.80%,"$2,438.4","$2,008",-38,"6,100",-38,View More details about Veritiv
478,QXO Building Products,"$6,820.4",-1.80%,$243,-,"$5,549.3","$4,175.9",-58,"6,676",-58,View More details about QXO Building Products
479,Diamondback Energy,"$6,797",141.60%,"$2,182",-,"$22,898","$24,320",302,870,-,View More details about Diamondback Energy
480,Victoria's Secret,"$6,784.6",-,$646.4,-,"$4,344","$4,330.4",-,"24,000",-,View More details about Victoria's Secret
481,Academy Sports and Outdoors,"$6,773.1",19.10%,$671.4,117.40%,"$4,584.9","$3,433.5",-6,"16,508",-6,View More details about Academy Sports and Outdoors
482,Sanmina,"$6,756.6",-2.90%,$269,92.50%,"$4,206.7","$2,569",-64,"33,500",-64,View More details about Sanmina
483,ON Semiconductor,"$6,739.8",28.30%,"$1,009.6",331.10%,"$9,626","$27,078.7",26,"31,650",-,View More details about ON Semiconductor
484,Commercial Metals,"$6,729.8",22.90%,$412.9,47.70%,"$4,638.7","$5,056.7",8,"11,089",8,View More details about Commercial Metals
485,EnLink Midstream,"$6,685.9",71.70%,$22.4,-,"$8,483.2","$4,670.6",145,"1,073",-,View More details about EnLink Midstream
486,Southwestern Energy,"$6,667",188.90%,$-25,-,"$11,848","$7,989.7",407,938,-,View More details about Southwestern Energy
487,Equinix,"$6,635.5",10.60%,$500.2,35.30%,"$27,918.7","$67,280.5",-26,"10,944",-26,View More details about Equinix
488,Dillard's,"$6,624.3",49.40%,$862.5,-,"$3,245.6","$4,928.2",97,"25,350",-,View More details about Dillard's
489,Regions Financial,"$6,605",-0.80%,"$2,521",130.40%,"$162,938","$20,860.9",-55,"19,626",-55,View More details about Regions Financial
490,Yum Brands,"$6,584",16.50%,"$1,575",74.20%,"$5,966","$34,252.9",-12,"25,650",-12,View More details about Yum Brands
491,Landstar System,"$6,540.4",58.10%,$381.5,98.60%,"$2,045.5","$5,600",115,"1,399",-,View More details about Landstar System
492,CF Industries Holdings,"$6,538.3",58.50%,$917.1,189.30%,"$12,375.2","$21,551.3",117,"3,003",-,View More details about CF Industries Holdings
493,Northern Trust,"$6,488.3",3%,"$1,545.3",27.80%,"$183,889.8","$24,215.1",-50,"21,100",-50,View More details about Northern Trust
494,Robert Half,"$6,461.4",26.50%,$598.6,95.50%,"$2,952.4","$12,638.1",25,"14,600",-,View More details about Robert Half
495,Compass,"$6,421",72.60%,$-494.1,-,"$1,800.6","$3,358.8",151,"4,775",-,View More details about Compass
496,Hasbro,"$6,420.4",17.50%,$428.7,92.70%,"$10,037.8","$11,383.6",-2,"6,640",-2,View More details about Hasbro
497,Roper Technologies,"$6,415.8",16.10%,"$1,152.6",21.40%,"$23,713.9","$49,868.8",-9,"19,300",-9,View More details about Roper Technologies
498,ARKO,"$6,412.6",88.10%,$59.2,348.90%,"$2,942.3","$1,133.9",183,"11,236",-,View More details about ARKO
499,Frontier Communications,"$6,411",-10.40%,-,-,"$16,481","$6,763.1",-97,"15,640",-97,View More details about Frontier Communications
500,Ameren,"$6,394",10.40%,$990,13.70%,"$35,735","$24,198.7",-31,"9,116",-31,View More details about Ameren
