year,company,company_alt_names,rank,CEO,CEO_alt_names,second_CEO,second_CEO_alt_names,third_CEO,third_CEO_alt_names,wiki_page_snapshot,wiki_page_live
2026,Marriott International,,174,Anthony Capuano,Anthony G. Capuano,,,,,https://en.wikipedia.org/wiki/Marriott_International,https://en.wikipedia.org/wiki/Marriott_International
2026,Jones Lang LaSalle,,175,Christian Ulbrich,,,,,,https://en.wikipedia.org/wiki/JLL_(company),https://en.wikipedia.org/wiki/JLL_(company)
2026,International Paper,,176,Andrew Silvernail,,,,,,https://en.wikipedia.org/wiki/International_Paper,https://en.wikipedia.org/wiki/International_Paper
2026,Freeport-McMoRan,,177,Kathleen L. Quirk,,,,,,https://en.wikipedia.org/wiki/Freeport-McMoRan,https://en.wikipedia.org/wiki/Freeport-McMoRan
2026,Constellation Energy,,178,Joseph Dominguez,,,,,,https://en.wikipedia.org/wiki/Constellation_Energy,https://en.wikipedia.org/wiki/Constellation_Energy
2026,Waste Management,,179,James C. Fish Jr.,,,,,,"https://en.wikipedia.org/wiki/Waste_Management,_Inc.","https://en.wikipedia.org/wiki/Waste_Management,_Inc."
2026,Live Nation Entertainment,,180,Michael Rapino,,,,,,https://en.wikipedia.org/wiki/Live_Nation_Entertainment,https://en.wikipedia.org/wiki/Live_Nation_Entertainment
2026,Stryker,,181,Kevin A. Lobo,Kevin Lobo,,,,,https://en.wikipedia.org/wiki/Stryker_Corporation,https://en.wikipedia.org/wiki/Stryker_Corporation
2026,Dollar Tree,,182,Michael C. Creedon Jr.,,,,,,https://en.wikipedia.org/wiki/Dollar_Tree,https://en.wikipedia.org/wiki/Dollar_Tree
2026,3M,,183,William M. Brown,,,,,,https://en.wikipedia.org/wiki/3M,https://en.wikipedia.org/wiki/3M
2026,Kraft Heinz,,184,Steve Cahillane,,,,,,https://en.wikipedia.org/wiki/Kraft_Heinz,https://en.wikipedia.org/wiki/Kraft_Heinz
2026,PG&E,,185,Patti Poppe,,,,,,https://en.wikipedia.org/wiki/Pacific_Gas_and_Electric_Company,https://en.wikipedia.org/wiki/Pacific_Gas_and_Electric_Company
2026,Danaher,,186,Rainer Blair,Rainer M. Blair,,,,,https://en.wikipedia.org/wiki/Danaher_Corporation,https://en.wikipedia.org/wiki/Danaher_Corporation
2026,Union Pacific,,187,Jim Vena,,,,,,https://en.wikipedia.org/wiki/Union_Pacific_Corporation,https://en.wikipedia.org/wiki/Union_Pacific_Corporation
2026,Genuine Parts,,188,Will Stengel,,,,,,https://en.wikipedia.org/wiki/Genuine_Parts_Company,https://en.wikipedia.org/wiki/Genuine_Parts_Company
2026,Exelon,,189,Calvin Butler,Calvin G. Butler,,,,,https://en.wikipedia.org/wiki/Exelon,https://en.wikipedia.org/wiki/Exelon
2026,BlackRock,,190,Larry Fink,,,,,,https://en.wikipedia.org/wiki/BlackRock,https://en.wikipedia.org/wiki/BlackRock
2026,Block,,191,Jack Dorsey,,,,,,"https://en.wikipedia.org/wiki/Block,_Inc.","https://en.wikipedia.org/wiki/Block,_Inc."
2026,Adobe,,192,Shantanu Narayen,,,,,,https://en.wikipedia.org/wiki/Adobe_Inc.,https://en.wikipedia.org/wiki/Adobe_Inc.
2026,Reinsurance Group of America,,193,Tony Cheng,,,,,,https://en.wikipedia.org/wiki/Reinsurance_Group_of_America,https://en.wikipedia.org/wiki/Reinsurance_Group_of_America
2026,Sherwin-Williams,,194,Heidi G. Petz,,,,,,https://en.wikipedia.org/wiki/Sherwin-Williams,https://en.wikipedia.org/wiki/Sherwin-Williams
2026,WESCO International,,195,John Engel,John J. Engel,,,,,https://en.wikipedia.org/wiki/WESCO_International,https://en.wikipedia.org/wiki/WESCO_International
2026,Lear,,196,Raymond E. Scott,Raymond Scott,,,,,https://en.wikipedia.org/wiki/Lear_Corporation,https://en.wikipedia.org/wiki/Lear_Corporation
2026,Synchrony,Synchrony Financial,197,Brian Doubles,Brian D. Doubles,,,,,https://en.wikipedia.org/wiki/Synchrony_Financial,https://en.wikipedia.org/wiki/Synchrony_Financial
2026,Amphenol,,198,R. Adam Norwitt,,,,,,https://en.wikipedia.org/wiki/Amphenol,https://en.wikipedia.org/wiki/Amphenol
2026,Ross Stores,,199,James Conroy,,,,,,https://en.wikipedia.org/wiki/Ross_Stores,https://en.wikipedia.org/wiki/Ross_Stores
2026,Newmont,,200,Natascha Viljoen,,,,,,https://en.wikipedia.org/wiki/Newmont,https://en.wikipedia.org/wiki/Newmont
2026,EOG Resources,,201,Ezra Y. Yacob,,,,,,https://en.wikipedia.org/wiki/EOG_Resources,https://en.wikipedia.org/wiki/EOG_Resources
2026,State Street,,202,Ronald P. O’Hanley,,,,,,https://en.wikipedia.org/wiki/State_Street_Corporation,https://en.wikipedia.org/wiki/State_Street_Corporation
2026,Macy's,,203,Tony Spring,,,,,,https://en.wikipedia.org/wiki/Macy%27s,https://en.wikipedia.org/wiki/Macy%27s
2026,Group 1 Automotive,,204,Daryl Kenningham,,,,,,https://en.wikipedia.org/wiki/Group_1_Automotive,https://en.wikipedia.org/wiki/Group_1_Automotive
2026,CDW,,205,Christine Leahy,Christine A. Leahy,,,,,https://en.wikipedia.org/wiki/CDW,https://en.wikipedia.org/wiki/CDW
2026,Avnet,,206,Phil Gallagher,,,,,,https://en.wikipedia.org/wiki/Avnet,https://en.wikipedia.org/wiki/Avnet
2026,Halliburton,,207,Jeff Miller,,,,,,https://en.wikipedia.org/wiki/Halliburton,https://en.wikipedia.org/wiki/Halliburton
2026,Super Micro Computer,,208,Charles Liang,,,,,,https://en.wikipedia.org/wiki/Supermicro,https://en.wikipedia.org/wiki/Supermicro
2026,American Electric Power,,209,Bill Fehrman,,,,,,https://en.wikipedia.org/wiki/American_Electric_Power,https://en.wikipedia.org/wiki/American_Electric_Power
2026,L3Harris Technologies,,210,Christopher E. Kubasik,Christopher Kubasik; Chris Kubasik,,,,,https://en.wikipedia.org/wiki/L3Harris,https://en.wikipedia.org/wiki/L3Harris
2026,Becton Dickinson,,211,Tom Polen,,,,,,https://en.wikipedia.org/wiki/BD_(company),https://en.wikipedia.org/wiki/BD_(company)
2026,Carrier Global,,212,Dave Gitlin,,,,,,https://en.wikipedia.org/wiki/Carrier_Global,https://en.wikipedia.org/wiki/Carrier_Global
2026,BJ's Wholesale Club,,213,Bob Eddy,,,,,,https://en.wikipedia.org/wiki/BJ%27s_Wholesale_Club,https://en.wikipedia.org/wiki/BJ%27s_Wholesale_Club
2026,Tenet Healthcare,,214,Saum Sutaria,,,,,,https://en.wikipedia.org/wiki/Tenet_Healthcare,https://en.wikipedia.org/wiki/Tenet_Healthcare
2026,Fiserv,,215,Takis Georgakopoulos,,,,,,https://en.wikipedia.org/wiki/Fiserv,https://en.wikipedia.org/wiki/Fiserv
2026,Cognizant Technology Solutions,,216,Ravi Kumar Singisetti,,,,,,https://en.wikipedia.org/wiki/Cognizant,https://en.wikipedia.org/wiki/Cognizant
2026,GE HealthCare Technologies,,217,Peter Arduini,,,,,,https://en.wikipedia.org/wiki/GE_HealthCare,https://en.wikipedia.org/wiki/GE_HealthCare
2026,Automatic Data Processing,,218,Maria Black,,,,,,https://en.wikipedia.org/wiki/ADP_(company),https://en.wikipedia.org/wiki/ADP_(company)
2026,Colgate-Palmolive,,219,Noel Wallace,Noel R. Wallace,,,,,https://en.wikipedia.org/wiki/Colgate-Palmolive,https://en.wikipedia.org/wiki/Colgate-Palmolive
2026,Carvana,,220,Ernest Garcia III,,,,,,https://en.wikipedia.org/wiki/Carvana,https://en.wikipedia.org/wiki/Carvana
